interview_experiences,metadata.url,metadata.scraped_at,metadata.source,basic_info.title,basic_info.difficulty,basic_info.accuracy,basic_info.submissions,basic_info.avg_time,content.problem,complexity.time_complexity,complexity.space_complexity,tags.company_tags,tags.topic_tags
[],https://www.geeksforgeeks.org/problems/buy-stock-2/1?page=1&company=Google&sortBy=latest,2025-06-11T12:09:12.928843,GeeksforGeeks,Stock Buy and Sell – Max one Transaction Allowed,Easy,49.33%,92K+,10m,"Given an array prices[] of length n, representing the prices of the stocks on different days. The task is to find the maximum profit possible by buying and selling the stocks on different days when at most one transaction is allowed. Here one transaction means 1 buy + 1 Sell. If it is not possible to make a profit then return 0.
Note: Stock must be bought before being sold.
Examples:
Input: prices[] = [7, 10, 1, 3, 6, 9, 2]
Output: 8
Explanation: You can buy the stock on day 2 at price = 1 and sell it on day 5 at price = 9. Hence, the profit is 8.
Input: prices[] = [7, 6, 4, 3, 1]
Output: 0
Explanation: Here the prices are in decreasing order, hence if we buy any day then we cannot sell it at a greater price. Hence, the answer is 0.
Input: prices[] = [1, 3, 6, 9, 11]
Output: 10
Explanation: Since the array is sorted in increasing order, we can make maximum profit by buying at price[0] and selling at price[n-1].
Constraint:
1 <= prices.size()<= 105
0 <= prices[i] <=104",O(n),O(1),"['Bloomberg', 'Facebook', 'Intel', 'Infosys', 'Zoho', 'Morgan Stanley', 'Amazon', 'Microsoft', 'Samsung', 'Yahoo', 'PayPal', 'Nvidia', 'Oracle', 'Visa', 'Walmart', 'Goldman Sachs', 'TCS', 'Adobe', 'Google', 'IBM', 'Accenture', 'Apple', 'Uber']","['Greedy', 'Arrays']"
[],https://www.geeksforgeeks.org/problems/missing-intervals3058/1?page=1&company=Google&sortBy=latest,2025-06-11T12:09:24.359709,GeeksforGeeks,Missing Intervals,Medium,37.64%,6K+,Not available,"Given a sorted array arr[] of integers varying from range l to r. Find all the missing intervals range in array arr[] from the given range and return in sorted order.
Note: If no Integer is missing return {-1,-1}.
Example 1:
Input: arr[] = [1, 5, 6, 7, 9], l = 1, r = 9
Output: [{2, 4}, {8, 8}]
Explanation: all the missing intervals which are not present in array are returned.
Example 2:
Input: arr[] = [3, 4, 5, 5], l = 3, r = 5
Output: [{-1,-1}]
Explanation: There are no missing number from the interval.
Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1)
Constraints:
1 ≤ arr.size() ≤ 106
0 ≤ arr[i] ≤ 106
0 ≤ l ≤ r ≤ 106",Not specified,Not specified,['Google'],"['Arrays', 'STL', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/surpasser-count0615/1?page=1&company=Google&sortBy=latest,2025-06-11T12:09:35.843467,GeeksforGeeks,Surpasser Count,Medium,39.69%,11K+,20m,"Given an array containing distinct integers, find the number of surpassers for each of its elements.
An element y is said to be the surpasser of element x if it is a greater element on the right of x. ie if x = arr[i] and y = arr[j], i<j and arr[i] < arr[j].
Examples:
Input: arr[] = [4, 5, 1, 2, 3]
Output: [1, 0, 2, 1, 0]
Explanation: There are no elements greater than 3 at the right of 3. There is one element at right of 2 and greater than 2. There are 2 elements greater than 1 at the right of 1. And so on.
Input: arr[] = [2, 7, 5, 3, 8, 1]
Output: [4, 1, 1, 1, 0, 0]
Constraints:
1 ≤ arr.size() ≤ 105
1 ≤ arr[i] ≤ 106",O(n log n),O(n),"['Google', 'Yahoo']","['Arrays', 'Data Structures']"
"[{'title': 'Amazon Interview Experience Wow 2020 6 Months Internship', 'url': 'https://www.geeksforgeeks.org/amazon-interview-experience-wow-2020-6-months-internship/', 'content_summary': ""Amazon WoW is an initiative which gives an opportunity to women students in their final or pre-final year to work at Amazon as an intern or full time employee. The process started with filling an application in Amazon WoW website, in the application basic info about college, branch, resume were to be submitted. After a few days based on the resume mail was sent regarding the round 1 test.\nThe test consisted of 28 MCQ's (C++, data structures etc.) and 2 Medium level coding questions.\nI was able to solve both the coding questions so I passed the round 1 test.\nRound 1 Technical interview:\nThe interview was online and took place on Amazon Chime platform. The interview started with my introduction and followed by his. After this he jumped straight into the coding questions.\nI was asked 2 coding questions:\nGiven a graph of n nodes and e edges.\n           Find the minimum number of edges that must be added to the graph to make it strongly connected.\n           Example:\n                  n=4, e=2\n                   [1,2]\n                   [3,4]\n                 Output: 1\n                 Here 1-->2 and 3-->4 are connected to make it strongly connected we need to join either 1-->4 or 2--->4 or 3-->1 or 2-->3\n            Approach: This can be done by finding number of strongly connected components using DFS. If there are N strongly connected components then the                          minimum  number of edges that must be added to the graph to make it strongly connected would be N-1.\n      2.   Minimum path sum    \nI was asked to tell the time complexity before writing the code. ( clean code in my preferred language)\nRound 2 Technical interview:\nThe interview started with my introduction and followed by his. After this he jumped straight into the coding questions.\nI was asked 2 coding questions:\nFlattening a linked list\nMerge k sorted arrays (priority queue approach)\nSome discussion on priority queue insertion time complexity was also done.\nRound 3 Technical interview:\nUsually Amazon internship have only 2 rounds but sometimes if they do not have enough data points on a candidate they conduct an additional round.\nSo I had this round 3.\nIn this round he asked me:\nConvert a sorted linked list into a balanced BST\nAn efficient data structure for searching, inserting and deleting.\nLot of discussion was done on the 2nd question. He was satisfied with Hashing method.\nFew DS, CN, OS questions were asked at the end.\nVerdict: Selected\nKnowing how to calculate time complexity is important. Staying confident, calm and focused throughout increases your chance of clearing the interview.\nThe secret of cracking an interview is Never Giving Up.\nPractice from GeeksForGeeks, LeetCode and any other coding platform with which you are comfortable.\n\nComment\nMore info\nAdvertise with us\nNext Article\nAmazon Interview Experience | WoW 2020 (6 months Internship)""}]",https://www.geeksforgeeks.org/problems/sorted-list-to-bst/1?page=1&company=Google&sortBy=latest,2025-06-11T12:09:46.586561,GeeksforGeeks,Sorted Linked List to BST,Hard,53.24%,27K+,Not available,"Given a Singly Linked List which has data members sorted in ascending order. Construct a Balanced Binary Search Tree which has same data members as the given Linked List.
Note: There might be nodes with the same value.
Examples:
Input: Linked List: 1->2->3->4->5->6->7
Output: 4 2 1 3 6 5 7
Explanation : The BST formed using elements of the linked list is -
4
/ \
2 6
/ \ / \
1 3 5 7
Hence, preorder traversal of this tree is 4 2 1 3 6 5 7
Input: Linked List : 1->2->3->4
Ouput: 3 2 1 4
Explanation: The BST formed using elements of the linked list is -
Hence, the preorder traversal of this tree is 3 2 1 4
Expected Time Complexity: O(n)
Expected Auxiliary Space: O(n)
Constraints:
1 ≤ Number of Nodes ≤ 106
1 ≤ Value of each node ≤ 106",Not specified,Not specified,"['Flipkart', 'Amazon', 'Google']","['Linked List', 'Binary Search Tree', 'Tree', 'Data Structures']"
[],https://www.geeksforgeeks.org/problems/longest-arithmetic-progression1019/1?page=1&company=Google&sortBy=latest,2025-06-11T12:10:01.979510,GeeksforGeeks,Longest Arithmetic Subsequence,Medium,23.82%,41K+,Not available,"Given an array arr[] of sorted and distinct positive integers. The task is to find the length of the longest arithmetic progression in a given array.
Note: A sequence seq is an arithmetic progression if seq[i + 1] - seq[i] are all the same value (for 0 <= i < seq.length - 1).
Examples:
Input:arr[] = [1, 7, 10, 13, 14, 19]
Output: 4
Explanation: The longest arithmetic progression is [1, 7, 13, 19].
Input:arr[] = [2, 4, 6, 8, 10]
Output: 5
Explanation: The whole array is in AP.
Expected Time Complexity: O(n2)
Expected Auxiliary Space: O(n2)
Constraints:
1 ≤ arr.size() ≤ 1000
1 ≤ arr[i] ≤ 104",Not specified,Not specified,"['Amazon', 'Microsoft', 'Snapdeal', 'Google']","['Arrays', 'Dynamic Programming', 'Data Structures', 'Algorithms']"
[],https://www.geeksforgeeks.org/problems/remove-duplicate-elements-from-sorted-array/1?page=1&company=Google&sortBy=latest,2025-06-11T12:10:13.128135,GeeksforGeeks,Remove Duplicates Sorted Array,Easy,38.18%,293K+,20m,"Given a sorted array arr. Return the size of the modified array which contains only distinct elements.
Note:
1. Don't use set or HashMap to solve the problem.
2. You must return the modified array size only where distinct elements are present and modify the original array such that all the distinct elements come at the beginning of the original array.
Examples :
Input: arr = [2, 2, 2, 2, 2]
Output: [2]
Explanation: After removing all the duplicates only one instance of 2 will remain i.e. [2] so modified array will contains 2 at first position and you should return 1 after modifying the array, the driver code will print the modified array elements.
Input: arr = [1, 2, 4]
Output: [1, 2, 4]
Explation: As the array does not contain any duplicates so you should return 3.
Constraints:
1 ≤ arr.size() ≤ 105
1 ≤ ai ≤ 106",O(n),O(1),"['Zoho', 'Morgan Stanley', 'Microsoft', 'Samsung', 'Google', 'Wipro', 'Xome']","['two-pointer-algorithm', 'Arrays', 'Data Structures', 'Algorithms']"
[],https://www.geeksforgeeks.org/problems/smallest-subarray-with-sum-greater-than-x5651/1?page=1&company=Google&sortBy=latest,2025-06-11T12:10:24.083426,GeeksforGeeks,Smallest subarray with sum greater than x,Easy,37.07%,141K+,20m,"Given a number x and an array of integers arr, find the smallest subarray with sum greater than the given value. If such a subarray do not exist return 0 in that case.
Examples:
Input: x = 51, arr[] = [1, 4, 45, 6, 0, 19]
Output: 3
Explanation: Minimum length subarray is [4, 45, 6]
Input: x = 100, arr[] = [1, 10, 5, 2, 7]
Output: 0
Explanation: No subarray exist
Constraints:
1 ≤ arr.size, x ≤ 105
0 ≤ arr[] ≤ 104",O(n),O(1),"['Accolite', 'Amazon', 'Goldman Sachs', 'Google', 'Facebook']","['Arrays', 'Data Structures', 'sliding-window']"
[],https://www.geeksforgeeks.org/problems/clone-graph/1?page=1&company=Google&sortBy=latest,2025-06-11T12:10:34.822422,GeeksforGeeks,Clone an Undirected Graph,Medium,67.49%,39K+,Not available,"Given a connected undirected graph represented by adjacency list, adjList[][] with n nodes, having a distinct label from 0 to n-1, where each adj[i] represents the list of vertices connected to vertex i.
Create a clone of the graph, where each node in the graph contains an integer val and an array (neighbors) of nodes, containing nodes that are adjacent to the current node.
class Node {
val: integer
neighbors: List[Node]
}
Your task is to complete the function cloneGraph( ) which takes a starting node of the graph as input and returns the copy of the given node as a reference to the cloned graph.
Note: If you return a correct copy of the given graph, then the driver code will print true; and if an incorrect copy is generated or when you return the original node, the driver code will print false.
Examples :
Input: n = 4, adjList[][] = [[1, 2], [0, 2], [0, 1, 3], [2]]
Output: true
Explanation:
As the cloned graph is identical to the original one the driver code will print true.
Input: n = 3, adjList[][] = [[1, 2], [0], [0]]
Output: true
Explanation:
As the cloned graph is identical to the original one the driver code will print true.
Constraints:
1 ≤ n ≤ 104
0 ≤ no. of edges ≤ 105
0 ≤ adjList[i][j] < n",O(n + m),O(n),['Google'],"['Graph', 'DFS', 'BFS']"
[],https://www.geeksforgeeks.org/problems/unique-frequencies-of-not/1?page=1&company=Google&sortBy=latest,2025-06-11T12:10:45.970016,GeeksforGeeks,Unique Number of Occurrences,Easy,57.68%,50K+,20m,"Given an array arr of N integers, the task is to check whether the frequency of the elements in the array is unique or not. Or in other words, there are no two distinct numbers in array with equal frequency. If all the frequency is unique then return true, else return false.
Example 1:
Input:
N = 5
arr = [1, 1, 2, 5, 5]
Output:
false
Explanation:
The array contains 2 (1’s), 1 (2’s) and 2 (5’s), since the number of frequency of 1 and 5 are the same i.e. 2 times. Therefore, this array does not satisfy the condition.
Example 2:
Input:
N = 10
arr = [2, 2, 5, 10, 1, 2, 10, 5, 10, 2]
Output:
true
Explanation:
Number of 1’s -> 1
Number of 2’s -> 4
Number of 5’s -> 2
Number of 10’s -> 3.
Since, the number of occurrences of elements present in the array is unique. Therefore, this array satisfy the condition.
Your task:
You don't need to read input or print anything. Your task is to complete the function isFrequencyUnique() which take integer N and array arr of size N as arguments, and returns a boolean.
Expected Time Complexity: O(N)
Expected Auxiliary Space: O(N)
Constraints:
1 <= N <=105
-109 <= arr[i] <= 109",Not specified,Not specified,"['PayPal', 'Bloomberg', 'Adobe', 'Google', 'Amazon', 'Apple']","['set', 'Sorting', 'Map']"
[],https://www.geeksforgeeks.org/problems/string-rp-or-pr--170647/1?page=1&company=Google&sortBy=latest,2025-06-11T12:10:56.840549,GeeksforGeeks,String rp or pr,Medium,50.08%,33K+,Not available,"Given a string S. In one operation, you can remove the substring ""pr"" from the string S and get amount X or you can remove the substring ""rp"" and get the amount Y.
Find the maximum amount you can get if you perform zero or more such operations optimally.
Note :
Substring of a string S is defined as a continuous sequence of characters in S.
After removing pr or rp, the order of remaining letters should remain the same.
Example 1:
Input:
X = 5, Y = 4
S = ""abppprrr""
Output: 15
Explanation:
Here, S = ""abppprrr""
X= 5, Y=4.
Remove ""pr"", new string S = ""abpprr"".
Remove ""pr"", new string S = ""abpr"".
Remove ""pr"", new string S = ""ab"".
In total, we removed ""pr"" 3 times,
so total score is 3*X + 0*Y = 3*5 =15.
Example 2:
Input:
X = 7, Y = 7
S = ""prpptppr""
Output: 14
Explanation:
Here, S = ""prpptppr""
X= 7, Y=7.
As both have the same amount we can first
remove either pr or rp. Here we start with pr
Remove ""pr"", new string S = ""pptppr"".
Remove ""pr"", new string S = ""pptp"".
In total, we removed ""pr"" 2 times,
so total score is 2*X + 0*Y = 2*7 =14.
Your Task:
You don't need to read input or print anything. Your task is to complete the function solve() which takes the X ,Y and string S as input parameters and returns the maximum amount you can get after performing the above operations.
Expected Time Complexity: O(|S|)
Expected Auxiliary Space: O(|S|)
Constraints:
1 ≤ |S| ≤ 105
1 ≤ X,Y ≤ 105
S contains lowercase English letters only.",Not specified,Not specified,['Google'],"['Strings', 'Greedy', 'Stack', 'Data Structures', 'Algorithms']"
